Approval Date,Approval Date,Company
2016-02-01,02/01/2016,GOL
2016-02-01,02/01/2016,NVO
2016-02-02,02/02/2016,AGEN
2016-02-03,02/03/2016,BHC
2016-02-04,02/04/2016,NVS
2016-02-05,02/05/2016,BHC
2016-02-05,02/05/2016,PRGO
2016-02-05,02/05/2016,BFAM
2016-02-05,02/05/2016,BMY
2016-02-08,02/08/2016,NVS
2016-02-08,02/08/2016,PFE
2016-02-09,02/09/2016,NVS
2016-02-09,02/09/2016,GILD
2016-02-09,02/09/2016,PFE
2016-02-10,02/10/2016,AZN
2016-02-11,02/11/2016,NVO
2016-02-11,02/11/2016,GILD
2016-02-12,02/12/2016,NVS
2016-02-12,02/12/2016,AZN
2016-02-12,02/12/2016,SCPL
2016-02-12,02/12/2016,GILD
2016-02-16,02/16/2016,BHC
2016-02-16,02/16/2016,GILD
2016-02-16,02/16/2016,SCPL
2016-02-17,02/17/2016,MNKD
2016-02-17,02/17/2016,GILD
2016-02-18,02/18/2016,PFE
2016-02-18,02/18/2016,ABBV
2016-02-18,02/18/2016,NVS
2016-02-18,02/18/2016,CTVA
2016-02-19,02/19/2016,LLY
2016-02-19,02/19/2016,NVS
2016-02-19,02/19/2016,MRK
2016-02-19,02/19/2016,GILD
2016-02-19,02/19/2016,PFE
2016-02-19,02/19/2016,AYTU
2016-02-20,02/20/2016,CTVA
2016-02-23,02/23/2016,TARO
2016-02-23,02/23/2016,GILD
2016-02-23,02/23/2016,PFE
2016-02-24,02/24/2016,PFE
2016-02-24,02/24/2016,CTVA
2016-02-24,02/24/2016,RBCN
2016-02-24,02/24/2016,GSK
2016-02-25,02/25/2016,ABBV
2016-02-25,02/25/2016,GILD
2016-02-25,02/25/2016,PFE
2016-02-25,02/25/2016,TARO
2016-02-25,02/25/2016,GOL
2016-02-26,02/26/2016,LLY
2016-02-26,02/26/2016,NVS
2016-02-26,02/26/2016,PRGO
2016-02-28,02/28/2016,SCPL
2016-02-29,02/29/2016,PFE
2016-02-29,02/29/2016,RBCN
2016-02-29,02/29/2016,CTVA
2016-02-29,02/29/2016,BIIB
2016-03-01,03/01/2016,OGN
2016-03-01,03/01/2016,AZN
2016-03-01,03/01/2016,NVS
2016-03-01,03/01/2016,GILD
2016-03-02,03/02/2016,NVS
2016-03-02,03/02/2016,AZN
2016-03-02,03/02/2016,TARO
2016-03-02,03/02/2016,AMGN
2016-03-02,03/02/2016,CEL.P
2016-03-03,03/03/2016,CTVA
2016-03-07,03/07/2016,NVO
2016-03-08,03/08/2016,PFE
2016-03-08,03/08/2016,AMYT
2016-03-08,03/08/2016,GILD
2016-03-09,03/09/2016,LLY
2016-03-09,03/09/2016,SNY
2016-03-09,03/09/2016,CTVA
2016-03-09,03/09/2016,GILD
2016-03-10,03/10/2016,NVS
2016-03-10,03/10/2016,GILD
2016-03-10,03/10/2016,INCY
2016-03-10,03/10/2016,BFAM
2016-03-11,03/11/2016,NVS
2016-03-11,03/11/2016,MRK
2016-03-11,03/11/2016,BCRX
2016-03-15,03/15/2016,GSK
2016-03-16,03/16/2016,AZN
2016-03-18,03/18/2016,BHC
2016-03-21,03/21/2016,GILD
2016-03-21,03/21/2016,BFAM
2016-03-22,03/22/2016,SCPL
2016-03-22,03/22/2016,LLY
2016-03-23,03/23/2016,CEL.P
2016-03-23,03/23/2016,PFE
2016-03-23,03/23/2016,BHC
2016-03-24,03/24/2016,NVS
2016-03-24,03/24/2016,OSMT
2016-03-24,03/24/2016,PFE
2016-03-24,03/24/2016,SCPL
2016-03-24,03/24/2016,AZN
2016-03-25,03/25/2016,PKE
2016-03-25,03/25/2016,GSK
2016-03-25,03/25/2016,BHC
2016-03-29,03/29/2016,NVS
2016-03-30,03/30/2016,AMAM
2016-03-30,03/30/2016,AMRX
2016-03-30,03/30/2016,ELAN
2016-03-31,03/31/2016,CEL.P
2016-03-31,03/31/2016,PFE
2016-04-01,04/01/2016,BHC
2016-04-04,04/04/2016,WWD
2016-04-04,04/04/2016,CTVA
2016-04-04,04/04/2016,AYTU
2016-04-04,04/04/2016,GILD
2016-04-05,04/05/2016,LLY
2016-04-07,04/07/2016,BHC
2016-04-07,04/07/2016,NVS
2016-04-07,04/07/2016,MNKD
2016-04-07,04/07/2016,CHNG
2016-04-08,04/08/2016,CHNG
2016-04-11,04/11/2016,PFE
2016-04-11,04/11/2016,NVS
2016-04-11,04/11/2016,ABBV
2016-04-12,04/12/2016,MRK
2016-04-13,04/13/2016,GOLD
2016-04-13,04/13/2016,BMY
2016-04-14,04/14/2016,NVS
2016-04-14,04/14/2016,BHC
2016-04-14,04/14/2016,WNEB
2016-04-15,04/15/2016,CHNG
2016-04-15,04/15/2016,GILD
2016-04-15,04/15/2016,GKOS
2016-04-19,04/19/2016,BHC
2016-04-19,04/19/2016,CTVA
2016-04-19,04/19/2016,AMGN
2016-04-21,04/21/2016,FMS
2016-04-22,04/22/2016,LLY
2016-04-22,04/22/2016,NVS
2016-04-22,04/22/2016,GILD
2016-04-22,04/22/2016,ABBV
2016-04-25,04/25/2016,GSK
2016-04-25,04/25/2016,JAZZ
2016-04-25,04/25/2016,AZN
2016-04-25,04/25/2016,EXEL
2016-04-26,04/26/2016,RBCN
2016-04-27,04/27/2016,NVS
2016-04-27,04/27/2016,ALC
2016-04-27,04/27/2016,AMGN
2016-04-27,04/27/2016,EQRR
2016-04-28,04/28/2016,GOLD
2016-04-28,04/28/2016,AMGN
2016-04-28,04/28/2016,TARO
2016-04-29,04/29/2016,GSK
2016-05-02,05/02/2016,PFE
2016-05-02,05/02/2016,CEL.P
2016-05-03,05/03/2016,CEL.P
2016-05-05,05/05/2016,PFE
2016-05-05,05/05/2016,RBCN
2016-05-05,05/05/2016,AMGN
2016-05-06,05/06/2016,NVS
2016-05-09,05/09/2016,PFE
2016-05-09,05/09/2016,HRTG
2016-05-09,05/09/2016,NVS
2016-05-09,05/09/2016,MRK
2016-05-09,05/09/2016,ASRT
2016-05-09,05/09/2016,BFAM
2016-05-09,05/09/2016,EQRR
2016-05-09,05/09/2016,CTVA
2016-05-09,05/09/2016,TARO
2016-05-09,05/09/2016,AMPH
2016-05-09,05/09/2016,AGEN
2016-05-10,05/10/2016,AMPH
2016-05-10,05/10/2016,BFRA
2016-05-11,05/11/2016,NVS
2016-05-12,05/12/2016,ABBV
2016-05-12,05/12/2016,OGN
2016-05-12,05/12/2016,AYTU
2016-05-13,05/13/2016,NVS
2016-05-13,05/13/2016,ABBV
2016-05-13,05/13/2016,BFAM
2016-05-13,05/13/2016,GOL
2016-05-17,05/17/2016,CEL.P
2016-05-19,05/19/2016,AZN
2016-05-19,05/19/2016,ALKS
2016-05-19,05/19/2016,TARO
2016-05-20,05/20/2016,NVS
2016-05-20,05/20/2016,ALKS
2016-05-20,05/20/2016,GSK
2016-05-20,05/20/2016,PFE
2016-05-20,05/20/2016,EXEL
2016-05-23,05/23/2016,PFE
2016-05-23,05/23/2016,AMYT
2016-05-23,05/23/2016,NVS
2016-05-24,05/24/2016,BHC
2016-05-24,05/24/2016,NVS
2016-05-24,05/24/2016,PFE
2016-05-24,05/24/2016,TARO
2016-05-24,05/24/2016,REGN
2016-05-24,05/24/2016,EQRR
2016-05-25,05/25/2016,NVS
2016-05-26,05/26/2016,ABBV
2016-05-26,05/26/2016,TARO
2016-05-26,05/26/2016,WNEB
2016-05-27,05/27/2016,NVS
2016-05-27,05/27/2016,AMRX
2016-05-27,05/27/2016,AMP
2016-05-27,05/27/2016,AZN
2016-05-27,05/27/2016,BIIB
2016-05-31,05/31/2016,FMS
2016-06-01,06/01/2016,GSK
2016-06-01,06/01/2016,SNY
2016-06-01,06/01/2016,NVS
2016-06-01,06/01/2016,LLY
2016-06-02,06/02/2016,TARO
2016-06-03,06/03/2016,CEL.P
2016-06-03,06/03/2016,GSK
2016-06-06,06/06/2016,PFE
2016-06-06,06/06/2016,CHNG
2016-06-06,06/06/2016,UTHR
2016-06-07,06/07/2016,ABBV
2016-06-07,06/07/2016,CEL.P
2016-06-07,06/07/2016,CHNG
2016-06-07,06/07/2016,BHC
2016-06-08,06/08/2016,CHNG
2016-06-08,06/08/2016,GILD
2016-06-08,06/08/2016,WNEB
2016-06-09,06/09/2016,BHC
2016-06-09,06/09/2016,CTVA
2016-06-10,06/10/2016,PFE
2016-06-10,06/10/2016,AZN
2016-06-13,06/13/2016,PKE
2016-06-13,06/13/2016,BMRN
2016-06-13,06/13/2016,WWD
2016-06-14,06/14/2016,NVS
2016-06-15,06/15/2016,PFE
2016-06-16,06/16/2016,NVS
2016-06-16,06/16/2016,ABBV
2016-06-16,06/16/2016,OGN
2016-06-17,06/17/2016,NVS
2016-06-17,06/17/2016,AZN
2016-06-17,06/17/2016,GSK
2016-06-17,06/17/2016,GILD
2016-06-17,06/17/2016,LLY
2016-06-20,06/20/2016,PKE
2016-06-20,06/20/2016,RBCN
2016-06-21,06/21/2016,HALO
2016-06-21,06/21/2016,OSMT
2016-06-21,06/21/2016,ABBV
2016-06-22,06/22/2016,GILD
2016-06-22,06/22/2016,ABBV
2016-06-23,06/23/2016,SNY
2016-06-23,06/23/2016,PRGO
2016-06-23,06/23/2016,SCPL
2016-06-23,06/23/2016,TARO
2016-06-24,06/24/2016,LLY
2016-06-24,06/24/2016,NVO
2016-06-28,06/28/2016,GILD
2016-06-29,06/29/2016,BHC
2016-06-29,06/29/2016,AMGN
2016-06-30,06/30/2016,ABBV
2016-07-01,07/01/2016,BMY
2016-07-05,07/05/2016,CEL.P
2016-07-07,07/07/2016,RBCN
2016-07-07,07/07/2016,GOLD
2016-07-07,07/07/2016,GOL
2016-07-08,07/08/2016,LLY
2016-07-08,07/08/2016,NVS
2016-07-08,07/08/2016,BFAM
2016-07-08,07/08/2016,AMGN
2016-07-08,07/08/2016,NVO
2016-07-08,07/08/2016,OMER
2016-07-11,07/11/2016,GOLD
2016-07-11,07/11/2016,AMYT
2016-07-11,07/11/2016,NVS
2016-07-12,07/12/2016,ABBV
2016-07-12,07/12/2016,AZN
2016-07-12,07/12/2016,LLY
2016-07-12,07/12/2016,OGN
2016-07-13,07/13/2016,PRGO
2016-07-14,07/14/2016,NVS
2016-07-15,07/15/2016,GKOS
2016-07-18,07/18/2016,CTVA
2016-07-18,07/18/2016,RBCN
2016-07-20,07/20/2016,CEL.P
2016-07-21,07/21/2016,GSK
2016-07-21,07/21/2016,PFE
2016-07-22,07/22/2016,NVS
2016-07-22,07/22/2016,AZN
2016-07-22,07/22/2016,BFAM
2016-07-22,07/22/2016,RDHL
2016-07-22,07/22/2016,ABBV
2016-07-25,07/25/2016,PFE
2016-07-26,07/26/2016,MRK
2016-07-26,07/26/2016,CTVA
2016-07-27,07/27/2016,NVS
2016-07-27,07/27/2016,PFE
2016-07-27,07/27/2016,AMRX
2016-07-28,07/28/2016,GSK
2016-07-28,07/28/2016,HALO
2016-07-28,07/28/2016,TARO
2016-07-29,07/29/2016,MRK
2016-07-29,07/29/2016,NVS
2016-08-01,08/01/2016,LLY
2016-08-01,08/01/2016,PFE
2016-08-01,08/01/2016,NVS
2016-08-02,08/02/2016,PFE
2016-08-04,08/04/2016,PFE
2016-08-05,08/05/2016,NVS
2016-08-05,08/05/2016,PFE
2016-08-05,08/05/2016,AMGN
2016-08-05,08/05/2016,LLY
2016-08-09,08/09/2016,PFE
2016-08-09,08/09/2016,BMRN
2016-08-11,08/11/2016,AZN
2016-08-11,08/11/2016,BFAM
2016-08-12,08/12/2016,NVS
2016-08-12,08/12/2016,PFE
2016-08-12,08/12/2016,EQRR
2016-08-12,08/12/2016,BCRX
2016-08-12,08/12/2016,AZN
2016-08-17,08/17/2016,ABBV
2016-08-18,08/18/2016,PFE
2016-08-18,08/18/2016,WNEB
2016-08-19,08/19/2016,PFE
2016-08-22,08/22/2016,RDHL
2016-08-23,08/23/2016,NVS
2016-08-24,08/24/2016,PFE
2016-08-25,08/25/2016,TARO
2016-08-25,08/25/2016,NVS
2016-08-26,08/26/2016,GOLD
2016-08-29,08/29/2016,TARO
2016-08-30,08/30/2016,BHC
2016-08-30,08/30/2016,NVS
2016-08-30,08/30/2016,AMGN
2016-08-31,08/31/2016,CEL.P
2016-09-01,09/01/2016,TARO
2016-09-01,09/01/2016,SCPL
2016-09-02,09/02/2016,LLY
2016-09-02,09/02/2016,TARO
2016-09-07,09/07/2016,NVS
2016-09-07,09/07/2016,GILD
2016-09-08,09/08/2016,CEL.P
2016-09-08,09/08/2016,PFE
2016-09-08,09/08/2016,HZNP
2016-09-09,09/09/2016,EQRR
2016-09-13,09/13/2016,CEL.P
2016-09-13,09/13/2016,SCPL
2016-09-15,09/15/2016,ABBV
2016-09-15,09/15/2016,CEL.P
2016-09-15,09/15/2016,GILD
2016-09-16,09/16/2016,NVS
2016-09-16,09/16/2016,CHNG
2016-09-16,09/16/2016,CTVA
2016-09-19,09/19/2016,WWD
2016-09-20,09/20/2016,CTVA
2016-09-20,09/20/2016,SCPL
2016-09-21,09/21/2016,GILD
2016-09-22,09/22/2016,BHC
2016-09-22,09/22/2016,NVO
2016-09-23,09/23/2016,AZN
2016-09-23,09/23/2016,AMGN
2016-09-27,09/27/2016,NVS
2016-09-27,09/27/2016,CEL.P
2016-09-27,09/27/2016,GOLD
2016-09-28,09/28/2016,NVS
2016-09-28,09/28/2016,AZN
2016-09-29,09/29/2016,BFRA
2016-09-30,09/30/2016,GSK
2016-09-30,09/30/2016,CTVA
2016-09-30,09/30/2016,PFE
2020-12-01,12/01/2020,BPMC
2020-12-02,12/02/2020,GILD
2020-12-03,12/03/2020,BCRX
2020-12-04,12/04/2020,PFE
2020-12-04,12/04/2020,NVO
2020-12-04,12/04/2020,SCPL
2020-12-05,12/05/2020,PFE
2020-12-07,12/07/2020,AZN
2020-12-08,12/08/2020,NVS
2020-12-08,12/08/2020,LPCN
2020-12-09,12/09/2020,AZN
2020-12-09,12/09/2020,AQST
2020-12-11,12/11/2020,AZN
2020-12-16,12/16/2020,ABBV
2020-12-17,12/17/2020,BHC
2020-12-17,12/17/2020,AMGN
2020-12-18,12/18/2020,CTVA
2020-12-18,12/18/2020,REGN
2020-12-18,12/18/2020,BHC
2020-12-18,12/18/2020,AZN
2020-12-18,12/18/2020,PFE
2020-12-18,12/18/2020,MYOV
2020-12-21,12/21/2020,MRK
2020-12-22,12/22/2020,BHC
2020-12-22,12/22/2020,GILD
2020-12-22,12/22/2020,SCPL
2020-12-23,12/23/2020,BHC
2020-12-29,12/29/2020,WWD
2020-12-29,12/29/2020,CEL.P
2020-03-02,03/02/2020,CTVA
2020-03-03,03/03/2020,OGN
2020-03-03,03/03/2020,TARO
2020-03-04,03/04/2020,PFE
2020-03-04,03/04/2020,NVS
2020-03-04,03/04/2020,NATR
2020-03-05,03/05/2020,CHNG
2020-03-05,03/05/2020,GILD
2020-03-09,03/09/2020,PFE
2020-03-10,03/10/2020,CEL.P
2020-03-10,03/10/2020,ADMS
2020-03-11,03/11/2020,RBCN
2020-03-11,03/11/2020,ABBV
2020-03-12,03/12/2020,AGEN
2020-03-13,03/13/2020,INSM
2020-03-16,03/16/2020,BMRN
2020-03-19,03/19/2020,GILD
2020-03-19,03/19/2020,PFE
2020-03-20,03/20/2020,ABBV
2020-03-20,03/20/2020,CTVA
2020-03-20,03/20/2020,AMGN
2020-03-20,03/20/2020,AMRX
2020-03-23,03/23/2020,PFE
2020-03-23,03/23/2020,SCPL
2020-03-23,03/23/2020,NATR
2020-03-24,03/24/2020,CTVA
2020-03-25,03/25/2020,NVO
2020-03-26,03/26/2020,BHC
2020-03-26,03/26/2020,LLY
2020-03-27,03/27/2020,AZN
2020-03-27,03/27/2020,BIIB
2020-03-27,03/27/2020,BMRN
2020-03-30,03/30/2020,LLY
2020-02-03,02/03/2020,SCPL
2020-02-04,02/04/2020,GILD
2020-02-05,02/05/2020,AZN
2020-02-05,02/05/2020,BIIB
2020-02-07,02/07/2020,SCPL
2020-02-10,02/10/2020,NVS
2020-02-10,02/10/2020,AMGN
2020-02-11,02/11/2020,GOL
2020-02-11,02/11/2020,SCPL
2020-02-12,02/12/2020,GOL
2020-02-12,02/12/2020,REGN
2020-02-12,02/12/2020,EQRR
2020-02-13,02/13/2020,NVS
2020-02-14,02/14/2020,A
2020-02-14,02/14/2020,CUB-E
2020-02-14,02/14/2020,SCPL
2020-02-15,02/15/2020,AMGN
2020-02-19,02/19/2020,GSK
2020-02-19,02/19/2020,RBCN
2020-02-20,02/20/2020,LLY
2020-02-20,02/20/2020,BXRX
2020-02-20,02/20/2020,EQRR
2020-02-21,02/21/2020,BHC
2020-02-21,02/21/2020,LLY
2020-02-21,02/21/2020,AMRX
2020-02-21,02/21/2020,TEVA
2020-02-21,02/21/2020,ATNX
2020-02-24,02/24/2020,CTVA
2020-02-25,02/25/2020,LLY
2020-02-25,02/25/2020,AMAM
2020-02-25,02/25/2020,PBYI
2020-02-26,02/26/2020,GSK
2020-02-26,02/26/2020,ACTG
2020-02-27,02/27/2020,CTVA
2020-02-27,02/27/2020,GOLD
2020-02-28,02/28/2020,TARO
2020-02-28,02/28/2020,CTVA
2020-02-28,02/28/2020,GSK
2020-01-02,01/02/2020,GOLD
2020-01-02,01/02/2020,AMRX
2020-01-03,01/03/2020,SCPL
2020-01-06,01/06/2020,AMGN
2020-01-09,01/09/2020,BPMC
2020-01-10,01/10/2020,CHNG
2020-01-10,01/10/2020,SCPL
2020-01-10,01/10/2020,AMRX
2020-01-14,01/14/2020,INCY
2020-01-16,01/16/2020,NVO
2020-01-16,01/16/2020,PFE
2020-01-21,01/21/2020,EQRR
2020-01-21,01/21/2020,NATR
2020-01-21,01/21/2020,NVS
2020-01-22,01/22/2020,NVS
2020-01-22,01/22/2020,SCPL
2020-01-23,01/23/2020,AMRX
2020-01-23,01/23/2020,EPZM
2020-01-24,01/24/2020,PFE
2020-01-28,01/28/2020,AMRX
2020-01-29,01/29/2020,TARO
2020-01-29,01/29/2020,RBCN
2020-01-30,01/30/2020,PFE
2020-01-30,01/30/2020,AZN
2020-01-30,01/30/2020,WWD
2020-01-31,01/31/2020,EXEL
2020-11-02,11/02/2020,AZN
2020-11-03,11/03/2020,NVS
2020-11-03,11/03/2020,PFE
2020-11-03,11/03/2020,CTVA
2020-11-03,11/03/2020,UTHR
2020-11-04,11/04/2020,CHNG
2020-11-04,11/04/2020,NVS
2020-11-04,11/04/2020,SCPL
2020-11-05,11/05/2020,AZN
2020-11-05,11/05/2020,EXEL
2020-11-05,11/05/2020,SCPL
2020-11-09,11/09/2020,AMRX
2020-11-10,11/10/2020,CEL.P
2020-11-10,11/10/2020,SNY
2020-11-10,11/10/2020,AMRX
2020-11-10,11/10/2020,REGN
2020-11-12,11/12/2020,PRGO
2020-11-13,11/13/2020,CEL.P
2020-11-16,11/16/2020,LLY
2020-11-16,11/16/2020,GSK
2020-11-18,11/18/2020,AMGN
2020-11-19,11/19/2020,ABBV
2020-11-20,11/20/2020,BMRN
2020-11-20,11/20/2020,GSK
2020-11-23,11/23/2020,AMGN
2020-11-23,11/23/2020,WNEB
2020-11-23,11/23/2020,SCPL
2020-11-23,11/23/2020,NATR
2020-11-24,11/24/2020,NVS
2020-11-24,11/24/2020,GILD
2020-11-24,11/24/2020,SCPL
2020-11-24,11/24/2020,CHNG
2020-11-25,11/25/2020,AMRX
2020-11-25,11/25/2020,IRTC
2020-11-25,11/25/2020,YMAB
2020-11-27,11/27/2020,WWD
2020-11-27,11/27/2020,AZN
2020-11-27,11/27/2020,BFAM
2020-11-27,11/27/2020,AYTU
2020-11-27,11/27/2020,RDHL
2020-11-27,11/27/2020,EQRR
2020-11-30,11/30/2020,AHL-C
2020-11-30,11/30/2020,ACTG
2020-10-01,10/01/2020,LLY
2020-10-02,10/02/2020,CEL.P
2020-10-06,10/06/2020,BMRN
2020-10-08,10/08/2020,NVS
2020-10-08,10/08/2020,CLVS
2020-10-08,10/08/2020,NBRV
2020-10-09,10/09/2020,PFE
2020-10-13,10/13/2020,CTVA
2020-10-13,10/13/2020,HMY
2020-10-16,10/16/2020,ABBV
2020-10-19,10/19/2020,GILD
2020-10-19,10/19/2020,INSM
2020-10-20,10/20/2020,GSK
2020-10-20,10/20/2020,GOLD
2020-10-21,10/21/2020,ABBV
2020-10-21,10/21/2020,RBCN
2020-10-22,10/22/2020,EXEL
2020-10-22,10/22/2020,TVTX
2020-10-22,10/22/2020,PFE
2020-10-22,10/22/2020,GILD
2020-10-23,10/23/2020,LLY
2020-10-26,10/26/2020,ABBV
2020-10-27,10/27/2020,LLY
2020-10-27,10/27/2020,AMRX
2020-10-27,10/27/2020,RBCN
2020-10-30,10/30/2020,AMPH
2020-10-30,10/30/2020,AMRX
2020-09-01,09/01/2020,ACTG
2020-09-01,09/01/2020,AMRX
2020-09-01,09/01/2020,NVS
2020-09-01,09/01/2020,ATH.U
2020-09-03,09/03/2020,NVO
2020-09-03,09/03/2020,LLY
2020-09-04,09/04/2020,WWD
2020-09-08,09/08/2020,PFE
2020-09-09,09/09/2020,PFE
2020-09-09,09/09/2020,ABBV
2020-09-09,09/09/2020,OGN
2020-09-09,09/09/2020,ATNX
2020-09-09,09/09/2020,GSK
2020-09-10,09/10/2020,RBCN
2020-09-15,09/15/2020,AZN
2020-09-16,09/16/2020,ACI.S
2020-09-17,09/17/2020,CUB-E
2020-09-18,09/18/2020,AZN
2020-09-18,09/18/2020,PFE
2020-09-18,09/18/2020,CEL.P
2020-09-18,09/18/2020,TEVA
2020-09-21,09/21/2020,EQRR
2020-09-21,09/21/2020,CTLT
2020-09-21,09/21/2020,AMRX
2020-09-24,09/24/2020,PFE
2020-09-24,09/24/2020,CEL.P
2020-09-24,09/24/2020,BHC
2020-09-24,09/24/2020,SCPL
2020-09-24,09/24/2020,AMRX
2020-09-25,09/25/2020,OGN
2020-09-25,09/25/2020,CEL.P
2020-09-25,09/25/2020,NVS
2020-09-25,09/25/2020,AMP
2020-09-25,09/25/2020,CTVA
2020-09-25,09/25/2020,PFE
2020-09-25,09/25/2020,GSK
2020-09-28,09/28/2020,AMRX
2020-09-29,09/29/2020,UTHR
2020-09-29,09/29/2020,EMF
2020-08-05,08/05/2020,PFE
2020-08-05,08/05/2020,GSK
2020-08-06,08/06/2020,EBS
2020-08-07,08/07/2020,TRVN
2020-08-10,08/10/2020,NVS
2020-08-12,08/12/2020,AMRX
2020-08-13,08/13/2020,CTVA
2020-08-13,08/13/2020,CEL.P
2020-08-17,08/17/2020,NVS
2020-08-18,08/18/2020,GILD
2020-08-19,08/19/2020,UTHR
2020-08-20,08/20/2020,PFE
2020-08-20,08/20/2020,BHC
2020-08-20,08/20/2020,OGN
2020-08-20,08/20/2020,NVS
2020-08-20,08/20/2020,GOLD
2020-08-20,08/20/2020,CTVA
2020-08-20,08/20/2020,SCPL
2020-08-20,08/20/2020,IPHA
2020-08-21,08/21/2020,GILD
2020-08-21,08/21/2020,BIIB
2020-08-24,08/24/2020,NVS
2020-08-24,08/24/2020,AMRX
2020-08-26,08/26/2020,RBCN
2020-08-27,08/27/2020,GILD
2020-08-28,08/28/2020,PFE
2020-08-31,08/31/2020,ACOR
2020-07-02,07/02/2020,CHNG
2020-07-02,07/02/2020,ACTG
2020-07-06,07/06/2020,GOLD
2020-07-06,07/06/2020,TARO
2020-07-06,07/06/2020,LLY
2020-07-06,07/06/2020,NVS
2020-07-07,07/07/2020,CTVA
2020-07-07,07/07/2020,TARO
2020-07-08,07/08/2020,LLY
2020-07-09,07/09/2020,AMRX
2020-07-10,07/10/2020,PTCT
2020-07-10,07/10/2020,ABBV
2020-07-13,07/13/2020,SCPL
2020-07-14,07/14/2020,GILD
2020-07-15,07/15/2020,ABBV
2020-07-16,07/16/2020,EXEL
2020-07-16,07/16/2020,AMRX
2020-07-17,07/17/2020,NVS
2020-07-17,07/17/2020,LLY
2020-07-20,07/20/2020,GOLD
2020-07-21,07/21/2020,JAZZ
2020-07-23,07/23/2020,NVS
2020-07-23,07/23/2020,SCPL
2020-07-24,07/24/2020,AMRX
2020-07-28,07/28/2020,PFE
2020-07-28,07/28/2020,AZN
2020-07-28,07/28/2020,TARO
2020-07-29,07/29/2020,PBYI
2020-07-30,07/30/2020,GSK
2020-07-31,07/31/2020,BMY
2020-07-31,07/31/2020,NVS
2020-07-31,07/31/2020,AMRX
2020-06-01,06/01/2020,AMRX
2020-06-02,06/02/2020,NVS
2020-06-02,06/02/2020,FMS
2020-06-02,06/02/2020,NATR
2020-06-04,06/04/2020,MDRX
2020-06-04,06/04/2020,NVS
2020-06-07,06/07/2020,PFE
2020-06-08,06/08/2020,TARO
2020-06-09,06/09/2020,AMGN
2020-06-10,06/10/2020,PRGO
2020-06-10,06/10/2020,CEL.P
2020-06-11,06/11/2020,TARO
2020-06-11,06/11/2020,OSG
2020-06-11,06/11/2020,NATR
2020-06-12,06/12/2020,GOL
2020-06-12,06/12/2020,ABBV
2020-06-15,06/15/2020,TARO
2020-06-15,06/15/2020,AMRX
2020-06-15,06/15/2020,SCPL
2020-06-15,06/15/2020,JAZZ
2020-06-15,06/15/2020,LLY
2020-06-16,06/16/2020,CTVA
2020-06-16,06/16/2020,AMRX
2020-06-17,06/17/2020,CTVA
2020-06-17,06/17/2020,CEL.P
2020-06-18,06/18/2020,SCPL
2020-06-18,06/18/2020,EPZM
2020-06-18,06/18/2020,REGN
2020-06-19,06/19/2020,AMRX
2020-06-23,06/23/2020,GILD
2020-06-23,06/23/2020,TARO
2020-06-23,06/23/2020,CEL.P
2020-06-23,06/23/2020,NVS
2020-06-23,06/23/2020,GOL
2020-06-24,06/24/2020,BFAM
2020-06-24,06/24/2020,AMRX
2020-06-25,06/25/2020,ZGNX
2020-06-25,06/25/2020,REGN
2020-06-26,06/26/2020,PFE
2020-06-29,06/29/2020,BHC
2020-06-29,06/29/2020,CEL.P
2020-05-01,05/01/2020,BHC
2020-05-06,05/06/2020,AMGN
2020-05-06,05/06/2020,TARO
2020-05-07,05/07/2020,PFE
2020-05-08,05/08/2020,CHNG
2020-05-08,05/08/2020,ALKS
2020-05-08,05/08/2020,AZN
2020-05-08,05/08/2020,AMRX
2020-05-11,05/11/2020,NVS
2020-05-12,05/12/2020,PPBT
2020-05-13,05/13/2020,AZN
2020-05-15,05/15/2020,CEL.P
2020-05-15,05/15/2020,CLVS
2020-05-17,05/17/2020,CTVA
2020-05-19,05/19/2020,ABBV
2020-05-19,05/19/2020,AZN
2020-05-20,05/20/2020,NATR
2020-05-20,05/20/2020,SCPL
2020-05-21,05/21/2020,AMP
2020-05-21,05/21/2020,ABBV
2020-05-21,05/21/2020,RBCN
2020-05-22,05/22/2020,PFE
2020-05-23,05/23/2020,AZN
2020-05-26,05/26/2020,CEL.P
2020-05-26,05/26/2020,REGN
2020-05-26,05/26/2020,PFE
2020-05-27,05/27/2020,RBCN
2020-05-28,05/28/2020,AZN
2020-05-28,05/28/2020,RBCN
2020-05-28,05/28/2020,CTVA
2020-05-28,05/28/2020,VYNE
2020-05-29,05/29/2020,CTVA
2020-05-29,05/29/2020,LLY
2020-05-29,05/29/2020,GSK
2020-05-29,05/29/2020,ABBV
2020-05-29,05/29/2020,PFE
2020-05-29,05/29/2020,LJPC
2020-04-01,04/01/2020,NATR
2020-04-02,04/02/2020,NVS
2020-04-02,04/02/2020,SCPL
2020-04-06,04/06/2020,AMRX
2020-04-06,04/06/2020,LLY
2020-04-06,04/06/2020,TARO
2020-04-06,04/06/2020,GOL
2020-04-06,04/06/2020,NATR
2020-04-07,04/07/2020,XERS
2020-04-08,04/08/2020,PFE
2020-04-08,04/08/2020,SCPL
2020-04-09,04/09/2020,NVS
2020-04-09,04/09/2020,CTLT
2020-04-09,04/09/2020,NBIX
2020-04-10,04/10/2020,GSK
2020-04-10,04/10/2020,AMGN
